,ts_code,symbol,name,area,industry,market,list_status,list_date,delist_date,main_business
108,000526.SZ,000526,学大教育,福建,文教休闲,主板,L,19931101,,主营业务:教育服务业.
109,000528.SZ,000528,柳工,广西,工程机械,主板,L,19931118,,"主营业务:装载机,挖掘机,起重机,压路机,叉车,平地机,推土机,铣刨机,摊铺机,滑移装载机,挖掘装载机,矿用卡车等工程机械及配件的生产,销售,以及融资租赁业务等"
110,000529.SZ,000529,广弘控股,广东,食品,主板,L,19931118,,"主营业务:食品冷藏,食品冷藏设备."
111,000530.SZ,000530,冰山冷热,辽宁,机械基件,主板,L,19931208,,"主营业务:制冷设备及配套辅机,阀门,配件以及制冷工程所需配套产品的加工,制造"
112,000531.SZ,000531,穗恒运A,广东,火力发电,主板,L,19940106,,"主要业务:电力,热力的生产和销售."
113,000532.SZ,000532,华金资本,广东,多元金融,主板,L,19940103,,"主要业务:电子器件销售,远程教育,网络工程,技术服务与培训,IT产品代理,污水处理."
114,000533.SZ,000533,顺钠股份,广东,电气设备,主板,L,19940103,,"主要产品:变压器,电抗器,开关柜,组合式变压器,预装式变电站及成套设备等业务"
115,000534.SZ,000534,万泽股份,广东,生物制药,主板,L,19940110,,"主营业务:微生态制剂,高温合金的研发,生产及销售"
116,000536.SZ,000536,华映科技,福建,元器件,主板,L,19931126,,主营业务液晶模组制程
117,000537.SZ,000537,中绿电,天津,新型电力,主板,L,19931210,,"主营业务为风能和太阳能投资,开发,运营.当前公司主要产品为电力."
118,000538.SZ,000538,云南白药,云南,中成药,主板,L,19931215,,主要业务:药品(以中成药为主)的生产经营及外购药品的批发零售.
119,000539.SZ,000539,粤电力A,广东,火力发电,主板,L,19931126,,"主要产品:电力项目的投资,建设和经营管理,电力的生产和销售业务."
120,000541.SZ,000541,佛山照明,广东,家用电器,主板,L,19931123,,"主要产品:电光源产品.主要业务:研发,生产,推广高品质的绿色节能照明产品."
121,000543.SZ,000543,皖能电力,安徽,火力发电,主板,L,19931220,,"主要业务:电力,节能及相关项目投资,经营."
122,000544.SZ,000544,中原环保,河南,环境保护,主板,L,19931208,,"主要产品:固结磨具,涂附磨具,热力供应.主营业务为城镇污水处理和集中供热"
123,000545.SZ,000545,金浦钛业,吉林,化工原料,主板,L,19931215,,主营业务:钛白粉的生产和销售
124,000546.SZ,000546,金圆股份,吉林,环境保护,主板,L,19931215,,"主要业务:房地产,水泥制造."
125,000547.SZ,000547,航天发展,福建,通信设备,主板,L,19931130,,"主要业务:通信行业,发电机组,机电新材料,技术服务业."
126,000548.SZ,000548,湖南投资,湖南,路桥,主板,L,19931220,,"主要业务:高速公路建设运营,资产管理和物业服务,酒店投资经营,城市综合体投资开发"
127,000550.SZ,000550,江铃汽车,江西,汽车整车,主板,L,19931201,,"主要产品:JMC系列轻型卡车,皮卡,驭胜品牌SUV,江铃重型卡车和福特品牌全顺系列商用车,发动机,铸件和其他零部件.主要业务:生产和销售轻型商用车以及相关的零部件."
128,000551.SZ,000551,创元科技,江苏,专用机械,主板,L,19940106,,"公司核心业务是制造业为主,主要从事洁净环保及设备,输变电高压绝缘子,滚针轴承,各类光机电算一体化测绘仪器,各类磨具磨料等产品的生产经营.主要产品:“苏净”牌净化设备,“一光”牌光学经纬仪,电子经纬仪,水准仪,全站仪等测绘仪器,“腾羚”牌系列电动车,“闪电”牌绝缘子,“三圈”牌系列磨具磨料."
129,000552.SZ,000552,甘肃能化,甘肃,煤炭开采,主板,L,19940106,,"主营业务:煤炭开采,洗选和销售"
130,000553.SZ,000553,安道麦A,湖北,农药化肥,主板,L,19931203,,主要业务:农药与化工产品的生产和销售.
131,000554.SZ,000554,泰山石油,山东,石油贸易,主板,L,19931215,,主要业务:成品油批发零售;车用天然气加气业务以及非油品业务
132,000555.SZ,000555,神州信息,深圳,软件服务,主板,L,19940408,,"主营业务:软件与信息技术服务,ATM产品及相关软件的研发生产等."
133,000557.SZ,000557,西部创业,宁夏,铁路,主板,L,19940617,,"主要业务:铁路运输,仓储物流,葡萄酒,酒店餐饮."
134,000558.SZ,000558,天府文旅,四川,旅游景点,主板,L,19940509,,主要业务:房地产开发与销售.
135,000559.SZ,000559,万向钱潮,浙江,汽车配件,主板,L,19940110,,"主要产品:万向节,轮毂单元,轴承,汽车底盘及悬架系统,制动系统,传动系统,排气系统,燃油箱,工程机械零部件等汽车系统零部件及总成."
136,000560.SZ,000560,我爱我家,云南,房产服务,主板,L,19940202,,"主要业务:房地产经纪服务(二手房,新房,租赁,海外),住宅资产管理,商业地产运营及居住衍生业务等"
137,000561.SZ,000561,烽火电子,陕西,通信设备,主板,L,19940509,,"主要产品:通信设备,电声器材,电线电缆和高端纺织机械;主营业务为电子产品,无线通讯设备,电声器材,电子元器件,声像,电教产品,机电产品,电线电缆的研制,生产,销售,安装,维修,技术服务等."
138,000563.SZ,000563,陕国投A,陕西,多元金融,主板,L,19940110,,"主营业务:房地产及实业,信托业"
139,000564.SZ,000564,供销大集,陕西,百货,主板,L,19940110,,主要业务:国内商业.
140,000565.SZ,000565,渝三峡A,重庆,染料涂料,主板,L,19940408,,"主要业务:各类涂料,合成树脂及印铁包装桶的生产,开发,销售.主要产品:三峡牌油漆."
141,000566.SZ,000566,海南海药,海南,化学制药,主板,L,19940525,,"主要产品:新特药(枫蓼肠胃康颗粒剂,特素等),普药(抗生素类产品),以及出口产品和市场推广的其他中药类产品."
142,000567.SZ,000567,海德股份,海南,多元金融,主板,L,19940525,,不良资产管理
143,000568.SZ,000568,泸州老窖,四川,白酒,主板,L,19940509,,主要产品:“泸州老窖”系列酒.
144,000570.SZ,000570,苏常柴A,江苏,农用机械,主板,L,19940701,,"主要业务:农用柴油机,联合收割机,农用运输车的制造与销售.主要产品:柴油机,零配件."
145,000571.SZ,000571,新大洲A,海南,煤炭开采,主板,L,19940525,,"主要业务:牛肉食品,煤炭,物流产业"
146,000572.SZ,000572,海马汽车,海南,汽车整车,主板,L,19940808,,"主要产品:S5,F7,F5,S7等系列产品.主要业务:汽车制造及服务."
147,000573.SZ,000573,粤宏远A,广东,区域地产,主板,L,19940815,,"主要业务:房地产和工业区开发,原煤开采及销售,再生铅业务"
148,000576.SZ,000576,甘化科工,广东,电气设备,主板,L,19940907,,"主要业务:电源及相关产品,高性能特种合金材料制品等军工产品的研发,生产,销售."
149,000581.SZ,000581,威孚高科,江苏,汽车配件,主板,L,19980924,,"主要产品:柴油燃油喷射系统产品,汽车尾气后处理系统产品和进气系统产品."
150,000582.SZ,000582,北部湾港,广西,港口,主板,L,19951102,,"主要业务:装卸堆存,外轮代理,海运."
151,000586.SZ,000586,汇源通信,四川,通信设备,主板,L,19951220,,"主要业务:进出口,光缆及相关产品,通讯设备."
152,000589.SZ,000589,贵州轮胎,贵州,汽车配件,主板,L,19960308,,主要业务:“前进牌”轮胎的生产与销售.主要产品:斜交轮胎和子午线轮胎.
153,000590.SZ,000590,启迪药业,湖南,中成药,主板,L,19960119,,"主要产品:古汉养生精,克林霉素磷酸酯,人血白蛋白."
154,000591.SZ,000591,太阳能,重庆,新型电力,主板,L,19960208,,主营业务:以太阳能光伏电站的投资运营为主.
155,000592.SZ,000592,平潭发展,福建,林业,主板,L,19960327,,"主要业务:造林营林,林木产品加工与销售,以烟草化肥销售为主的农资贸易业务与平潭综合实验区开放开发的有关业务."
156,000593.SZ,000593,德龙汇能,四川,供气供热,主板,L,19960312,,"主要业务:城市燃气业务,LNG业务和分布式能源业务."
157,000595.SZ,000595,*ST宝实,宁夏,新型电力,主板,L,19960419,,主要业务:各类滚动轴承的生产和销售.
158,000596.SZ,000596,古井贡酒,安徽,白酒,主板,L,19960927,,主要产品:白酒.
159,000597.SZ,000597,东北制药,辽宁,化学制药,主板,L,19960523,,"主要业务:制造和销售化学原料药品,制剂药品.主要产品:原料药(磷霉素钠,氯霉素,磺胺嘧啶,脑复康等);成药制剂(注射用磷霉素钠,注射用头孢噻肟钠,整肠生,消刻等)"
160,000598.SZ,000598,兴蓉环境,四川,水务,主板,L,19960529,,主营业务:污水处理
161,000599.SZ,000599,青岛双星,山东,汽车配件,主板,L,19960430,,"主要产品:轮胎,运动鞋,铸造机械,橡塑机械,绣品."
162,000600.SZ,000600,建投能源,河北,火力发电,主板,L,19960606,,"主要产品:为投资,建设,运营管理以电力生产为主的能源项目."
163,000601.SZ,000601,韶能股份,广东,水力发电,主板,L,19960830,,"主要产品:电力,非电制造业,其他业务包括加油充电站业务,贸易业务,售电业务."
164,000603.SZ,000603,盛达资源,北京,铅锌,主板,L,19960823,,"主营业务:银,铅,锌等有色金属的采选与销售."
165,000605.SZ,000605,渤海股份,北京,水务,主板,L,19960913,,"主营业务:供水服务,供暖服务,环境治理及固废危废"
166,000607.SZ,000607,华媒控股,浙江,广告包装,主板,L,19960830,,"主要产品:成人教育,职业教育,互联网在线教育,幼教,教育信息咨询服务和技能培训等;报纸广告,网络广告,户外广告(含地铁站内,车厢和围挡广告),电台广播等多种形式的广告;移动新媒体自建自营和代为维护;可供移动端发布的视频信息,彩信手机报等.主营业务:设计制作代理发布各类广告;新媒体技术开发;实业投资;会展服务和进出口业务经营."
167,000608.SZ,000608,*ST阳光,广西,区域地产,主板,L,19960919,,主要业务:房地产开发销售.
168,000609.SZ,000609,ST中迪,北京,区域地产,主板,L,19961010,,"主营业务:以土地一级开发业务为主,同时兼顾其他行业的开拓和投资."
169,000610.SZ,000610,西安旅游,陕西,旅游服务,主板,L,19960926,,"主要业务:旅游业务(旅游客房,旅游餐饮,旅游服务),石油开采."
170,000612.SZ,000612,焦作万方,河南,铝,主板,L,19960926,,"主要产品:是铝液,铝锭和铝合金产品等.主要业务:铝冶炼及加工."
171,000615.SZ,000615,*ST美谷,湖北,医疗保健,主板,L,19961016,,"主要产品:粘胶长丝,移动通信器材,房地产业务和粘胶纤维业务."
172,000617.SZ,000617,中油资本,新疆,多元金融,主板,L,19961022,,"主营业务:柴油机,柴油机发电机组,气体机,气体发电机组的生产和销售业务.主要产品包括:柴油机及发电机组,气体机及发电机组."
173,000619.SZ,000619,海螺新材,安徽,其他建材,主板,L,19961023,,"主要产品:型材,门窗"
174,000620.SZ,000620,盈新发展,北京,全国地产,主板,L,19961029,,主营业务:房地产开发与经营业
